cov1,cov2,cov3,cov4,cov5,cov6,cov7,cov8,cov9,cov10,cov11,cov12,cov13,cov14,cov15,cov16,cov17,cov18,cov19,cov20,Treated,outcome123
Good,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Good,Good,Good,Bad,Good,Bad,Bad,0.0,1.0,104.17889059327723
Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Good,Bad,Bad,0.0,1.0,121.33563800738348
Good,Bad,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Good,Good,Good,Good,Bad,Bad,Good,Good,0.0,1.0,209.93471221811302
Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,0.0,1.0,111.62036517181757
Good,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Good,0.0,0.0,124.73565687275213
Good,Bad,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,0.0,0.0,221.3383977152616
Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,1.0,1.0,105.94073552240565
Bad,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Good,Bad,Good,Good,Good,Good,Good,Bad,Good,Good,0.0,0.0,174.2974090506261
Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Good,Good,1.0,0.0,64.28552818403602
Bad,Good,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Good,Bad,0.0,0.0,144.94141717127627
Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Good,1.0,0.0,64.41634124809613
Good,Good,Good,Bad,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,1.0,1.0,194.51792495245925
Bad,Good,Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,Good,Good,1.0,0.0,194.8236819767212
Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Good,Bad,Good,Bad,Good,Good,Bad,Good,Bad,0.0,1.0,244.67373265180538
Good,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Good,1.0,1.0,83.45667394795106
Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,1.0,1.0,133.73744019660708
Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,1.0,1.0,185.31951821988042
Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,0.0,0.0,147.38543578557668
Bad,Good,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,1.0,0.0,124.91133865438921
Good,Good,Bad,Good,Good,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Good,Good,Bad,0.0,0.0,176.69788904990193
Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Good,0.0,1.0,129.7376707729955
Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,0.0,1.0,59.17732926471985
Good,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Good,1.0,0.0,149.6732595865593
Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,0.0,1.0,204.19464733110112
Good,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Good,Good,Bad,Good,Bad,Good,0.0,0.0,121.12194042170547
Good,Good,Good,Good,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,0.0,0.0,159.6196612937382
Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,1.0,1.0,75.33238507230395
Good,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,1.0,1.0,139.15126577727094
Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,0.0,1.0,169.25929493607762
Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,1.0,0.0,106.51604235621168
Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,1.0,1.0,71.42417012896291
Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,1.0,1.0,150.23050650358988
Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Good,Good,0.0,1.0,39.40163544001881
Good,Bad,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,Good,Bad,1.0,1.0,124.81179060702158
Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,0.0,1.0,158.39552342088712
Good,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,1.0,0.0,114.08995989475693
Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,0.0,0.0,74.93166104709405
Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Bad,1.0,0.0,49.1525258071695
Bad,Good,Good,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Good,0.0,0.0,159.39057599184588
Good,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Good,1.0,1.0,90.48090369773227
Good,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,1.0,0.0,111.96204187016629
Good,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,1.0,1.0,225.8783110191271
Good,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,0.0,0.0,134.8681547743606
Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Good,Bad,Good,Good,Bad,Good,Bad,1.0,0.0,146.48959101344062
Good,Bad,Good,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,1.0,0.0,133.59499960890946
Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,0.0,0.0,214.68126493462228
Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,1.0,0.0,74.87285378099375
Good,Bad,Good,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Good,Bad,1.0,0.0,164.6113095242252
Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,0.0,0.0,155.8827185578032
Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,0.0,0.0,45.123737471827724
Bad,Bad,Good,Good,Bad,Good,Bad,Good,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,0.0,1.0,205.74478197286822
Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,0.0,1.0,149.5453167260024
Good,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,0.0,0.0,84.75467605224013
Good,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Good,Good,1.0,0.0,176.8956953185023
Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,0.0,1.0,30.05979086500323
Good,Good,Good,Good,Good,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,1.0,1.0,168.61074449641615
Bad,Good,Good,Good,Bad,Good,Bad,Good,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,1.0,0.0,160.42446227890878
Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Bad,Good,Bad,Good,Good,1.0,0.0,169.71349404450194
Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Good,Bad,Good,Good,Good,0.0,1.0,154.45876625615216
Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,0.0,1.0,59.64813860084033
Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,1.0,1.0,160.5844420998512
Bad,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Good,1.0,0.0,94.35428561840116
Good,Bad,Good,Bad,Good,Good,Good,Good,Good,Bad,Bad,Good,Bad,Good,Good,Good,Good,Bad,Bad,0.0,1.0,201.928916116718
Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,1.0,1.0,65.01565139659733
Good,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Good,Good,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,0.0,0.0,195.30831792680488
Good,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Good,1.0,0.0,123.25941767988917
Good,Bad,Good,Good,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,1.0,1.0,144.08912869554737
Bad,Good,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,1.0,1.0,140.8038237403509
Good,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,0.0,1.0,188.48416351580215
Bad,Bad,Good,Good,Bad,Good,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Good,0.0,1.0,154.3548512459353
Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Good,0.0,1.0,130.3933602238767
Bad,Bad,Good,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,0.0,1.0,170.35699740884726
Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,1.0,1.0,94.4996469298017
Good,Good,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,1.0,0.0,204.8774663391269
Bad,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Bad,Bad,Good,0.0,1.0,260.75163681273466
Bad,Good,Good,Bad,Good,Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,Good,0.0,0.0,200.36178748093587
Good,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Good,0.0,0.0,138.52159438110877
Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,Good,Bad,Good,Good,Good,0.0,0.0,144.32400897595355
Good,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,0.0,1.0,135.64468287571052
Good,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Good,1.0,1.0,146.59036507990632
Bad,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Good,0.0,1.0,209.03872770280282
Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,0.0,0.0,52.955591036776745
Good,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,0.0,1.0,225.20925705131702
Bad,Bad,Bad,Bad,Good,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Good,0.0,1.0,180.35108315962654
Good,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Good,Bad,Good,Good,1.0,0.0,137.97941418983982
Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Good,Bad,1.0,0.0,109.99755253408951
Good,Good,Good,Good,Good,Good,Bad,Good,Bad,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,1.0,1.0,198.66653247377928
Good,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,0.0,0.0,104.69804974391708
Bad,Bad,Good,Bad,Good,Good,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,1.0,1.0,195.15651587170458
Bad,Good,Good,Good,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,0.0,0.0,165.52250525102488
Bad,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Good,1.0,0.0,146.15529160426163
Good,Good,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,Bad,1.0,0.0,170.9275254743164
Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,1.0,1.0,138.4239816886429
Bad,Good,Bad,Good,Good,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Good,0.0,1.0,190.65625445370262
Good,Good,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,Good,Good,Bad,Good,Good,1.0,0.0,228.2037536016232
Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Bad,1.0,0.0,135.41943170311683
Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,0.0,0.0,94.95008064844521
Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,0.0,0.0,171.38961760658682
Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Good,1.0,0.0,164.19632121601168
Bad,Bad,Bad,Good,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,0.0,1.0,173.9175339402056
Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Good,1.0,1.0,126.54898935998163
Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Good,1.0,1.0,90.28714629012337
Bad,Good,Good,Bad,Good,Good,Bad,Good,Bad,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,Bad,1.0,1.0,175.25177290080634
Good,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,0.0,0.0,155.16684380914714
Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,1.0,0.0,109.6991605566913
Bad,Bad,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Good,1.0,0.0,69.43001652593959
Good,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Good,1.0,1.0,94.2675221618289
Good,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,1.0,1.0,128.3221610095931
Good,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,1.0,0.0,195.75392545239743
Good,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,0.0,0.0,159.15956278651768
Bad,Bad,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,0.0,1.0,94.74679959516126
Good,Bad,Good,Good,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Good,Bad,0.0,1.0,144.1547536207201
Good,Bad,Good,Good,Good,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Good,1.0,1.0,154.4291681222399
Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,1.0,0.0,110.16841211838181
Bad,Good,Good,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,0.0,0.0,195.7269530469781
Good,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Good,Good,Bad,1.0,0.0,120.45674891562004
Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Good,Good,Good,0.0,0.0,180.67533393177203
Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,0.0,1.0,104.57323434873406
Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,1.0,0.0,64.53601118227724
Good,Good,Good,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,0.0,1.0,129.708710783844
Good,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Good,Bad,Bad,0.0,0.0,144.6433350703856
Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Good,Good,1.0,0.0,129.77498990788695
Good,Bad,Good,Good,Good,Bad,Good,Bad,Good,Good,Bad,Good,Good,Good,Bad,Good,Bad,Good,Good,1.0,1.0,198.36033416953916
Good,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Good,0.0,0.0,143.5684177668765
Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,1.0,1.0,113.90168865303198
Good,Good,Good,Good,Good,Good,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Bad,Good,1.0,0.0,189.88756379562375
Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Bad,0.0,1.0,120.114471262395
Good,Bad,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,0.0,1.0,85.63098267900692
Bad,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,0.0,0.0,171.27899507360706
Good,Good,Good,Bad,Good,Good,Good,Good,Good,Bad,Good,Bad,Good,Bad,Good,Good,Bad,Good,Good,0.0,1.0,212.27637509736482
Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,Bad,1.0,0.0,158.74579845157845
Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Good,Bad,Bad,0.0,1.0,99.19109251086692
Good,Good,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Good,1.0,0.0,180.22196107682964
Good,Bad,Good,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Bad,1.0,0.0,144.98154056101646
Bad,Good,Good,Good,Good,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,0.0,0.0,194.45917750030486
Good,Bad,Good,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,1.0,1.0,206.9775063385403
Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,1.0,1.0,53.556609858635206
Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Good,Good,Bad,Bad,Good,1.0,1.0,90.7895771291726
Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Good,Good,Good,Good,Bad,Good,Bad,1.0,0.0,71.1384826486285
Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Good,Bad,Good,Good,0.0,0.0,103.08239622038248
Good,Bad,Good,Bad,Good,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,0.0,0.0,209.88306138505334
Good,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Good,0.0,1.0,92.96369797107944
Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Bad,1.0,1.0,115.78515626858007
Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Good,Bad,1.0,1.0,58.96524639026986
Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Good,Bad,Good,Good,Bad,Good,Good,Good,1.0,1.0,109.81375004012855
Bad,Good,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Good,Bad,Bad,Good,0.0,0.0,146.35763766699938
Good,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,0.0,0.0,134.15245367609597
Bad,Good,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,0.0,0.0,141.2863128319427
Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Good,0.0,0.0,60.31719746335646
Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,Bad,Good,1.0,1.0,165.91325225697784
Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Bad,Good,Good,Good,Good,Bad,Good,Bad,Bad,Good,0.0,0.0,91.02118102120576
Bad,Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Good,Good,Good,Bad,Bad,Bad,Good,Bad,0.0,1.0,154.2025240666346
Bad,Bad,Bad,Good,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Good,Bad,Good,Good,Good,0.0,1.0,135.2253178965632
Bad,Good,Bad,Good,Good,Good,Bad,Good,Good,Bad,Good,Good,Good,Bad,Good,Bad,Good,Bad,Good,1.0,0.0,166.83399852841018
Good,Bad,Good,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,1.0,1.0,134.77437295817475
Good,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Good,Good,Bad,0.0,0.0,34.37788058192643
Good,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Good,0.0,1.0,74.52190099379366
Good,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Bad,Bad,Good,Bad,Bad,Bad,0.0,1.0,134.89462315850463
Bad,Good,Bad,Good,Good,Bad,Bad,Good,Bad,Good,Bad,Good,Bad,Bad,Good,Bad,Good,Bad,Bad,0.0,1.0,149.62882543172537
Bad,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Bad,Good,Bad,Bad,1.0,0.0,50.83359240219953
Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Good,Good,Bad,Good,Good,Bad,Bad,Bad,Good,0.0,0.0,59.69804489390603
Bad,Good,Good,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Good,Bad,1.0,1.0,51.18582294701452
Good,Bad,Bad,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Bad,0.0,0.0,89.19203638528644
Good,Good,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Good,Good,Good,Good,Bad,Bad,Bad,1.0,0.0,239.90326990301742
Good,Good,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Good,Good,Good,Good,Good,Good,Bad,Bad,Bad,0.0,0.0,159.81850353981852
Good,Good,Bad,Bad,Good,Good,Bad,Bad,Bad,Bad,Good,Good,Bad,Good,Bad,Good,Bad,Good,Bad,1.0,1.0,74.05283855054377
Good,Bad,Bad,Good,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,Bad,Good,Good,Bad,Bad,0.0,1.0,96.4807851831888
Good,Good,Good,Good,Bad,Bad,Good,Good,Good,Bad,Good,Bad,Good,Bad,Bad,Bad,Good,Bad,Bad,1.0,1.0,176.304352173011
